master_supplier_id,source_system,supplier_name_clean,supplier_name_normalized,dedupe_key,duplicate_record_count,duplicate_score,record_rank,is_master_record,annual_spend_amount,risk_signal,completeness_score
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,38,False,111710.40000000001,high,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,39,False,17466.4,high,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,40,False,49190.72,high,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,41,False,126157.5,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,42,False,27037.339999999997,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,43,False,103862.34000000001,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,44,False,34310.76,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,45,False,170971.62,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,46,False,62442.94,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,47,False,24467.08,high,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,48,False,12759.12,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,49,False,1230.6299999999999,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,50,False,27174.239999999998,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,51,False,76517.1,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,52,False,58799.72,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,53,False,138923.69999999998,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,54,False,10434.0,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,55,False,102935.73,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,56,False,9618.24,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,57,False,163878.0,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,58,False,101708.15000000001,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,59,False,47836.8,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,60,False,134704.19999999998,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,61,False,56385.78,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,62,False,33050.600000000006,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,63,False,136814.96,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,64,False,33103.98,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,65,False,54458.73,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,66,False,175736.28,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,67,False,105300.52,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,68,False,158918.87,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,69,False,11113.5,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,70,False,2861.1,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,71,False,137344.5,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,72,False,25362.81,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,73,False,124201.71999999999,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,74,False,31310.28,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,75,False,86979.1,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,76,False,7956.0,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,77,False,117819.0,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,78,False,61699.409999999996,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,79,False,75148.5,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,80,False,31605.210000000003,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,81,False,62417.659999999996,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,82,False,31381.46,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,83,False,38032.479999999996,high,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,84,False,46776.36,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,85,False,39558.49,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,86,False,7443.72,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,87,False,5621.0,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,88,False,64894.5,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,89,False,14729.33,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,90,False,62417.280000000006,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,91,False,49128.659999999996,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,92,False,36880.48,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,93,False,107225.64,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,94,False,17226.56,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,95,False,21792.44,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,96,False,15524.669999999998,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,97,False,55970.45,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,98,False,80450.05,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,99,False,7281.57,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,100,False,74478.45,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,101,False,34227.3,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,102,False,31593.76,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,103,False,19187.4,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,104,False,60152.95999999999,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,105,False,37282.76,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,106,False,18072.62,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,107,False,56727.880000000005,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,108,False,49032.75,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,109,False,13718.060000000001,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,110,False,114828.84,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,111,False,59199.76,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,112,False,156673.99,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,113,False,186986.59,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,114,False,94424.26000000001,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,115,False,35377.68,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,116,False,69215.22,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,117,False,25736.64,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,118,False,12803.7,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,119,False,83088.70999999999,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,120,False,84827.76,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,121,False,65638.31999999999,low,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,122,False,85038.89,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,123,False,36186.78,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,124,False,43312.32,medium,1.0
ab5ad30e0fdba4dddc0eac46c4648f5d3abe6bca426ade6a78840ef8ceac88c0,kaggle_procurement_kpi,Alpha Inc,ALPHA,name:ALPHA,141,100.0,125,False,25460.399999999998,medium,1.0
